id,conversation,label,urgency_level,risk_score,context_type,escalation_level,intervention_required,confidence_score
ab11dbc0-0c2a-46f5-bb5d-a8591f8e2f10,"U: I feel controlled, I don’t know | A: Do you feel safe in that situation? | U: I can’t decide things on my own at home, maybe I’m overthinking... | A: Can you explain a bit more? | U: I feel trapped | A: Do you feel safe in that situation? | U: things are not normal | A: What happened next? | U: I feel watched sometimes...",abuse,medium,0.85,domestic,5,yes,0.78
ac25208c-061c-4f55-a7f5-5b8fe00e8702,"U: someone is trying to get in, it’s just weird | U: I hear something outside | A: Can you explain a bit more? | U: I think I'm in danger | A: That sounds serious. Are you safe right now? | U: I'm getting scared | A: Can you explain a bit more? | U: something feels wrong, it’s just weird... | U: please help me, maybe I’m overthinking",emergency,high,1.0,unknown,6,yes,0.94
5c8d1218-fa06-44a1-b93b-aaf7397547a0,"U: I feel uneasy, I don’t know... | A: Do you want to talk about it? | U: I’m not myself lately | A: What happened next? | U: I’ve been stressed with my partner, maybe I’m overthinking | A: Do you want to talk about it? | U: I can’t relax with my partner | A: What happened next? | U: things have been off",distress,medium,0.65,relationship,5,maybe,0.79
c3a87ed3-f37f-4910-9532-934e958a36cd,"U: things are fine now, I tried to ignore it... | A: Can you explain a bit more? | U: we had a disagreement, it’s just weird | A: Can you explain a bit more? | U: it was a bit tense",normal,low,0.25,unknown,3,no,0.88
7e483caa-39ed-48ba-b0a6-96e724cc4a09,"U: I’m not myself lately, I don’t know | A: I'm listening. | U: i don’t feel okay, maybe i’m overthinking | A: I'm listening. | U: I keep thinking about it in public",distress,medium,0.55,public,3,maybe,0.87
03541228-c731-47bc-8291-625bfa5675ce,U: we had a disagreement | A: I'm listening. | U: it was a bit tense | A: Can you explain a bit more? | U: things are fine now...,normal,low,0.25,unknown,3,no,0.84
7e4a4749-5b09-4d23-9810-2da00231a0b6,U: it wasn’t serious | A: Can you explain a bit more? | U: things are fine now... | A: Can you explain a bit more? | U: we had a disagreement in public,normal,low,0.25,public,3,no,0.9
14436e1c-1118-4399-a1a0-02e36c94f360,"U: it was a bit tense... | A: What happened next? | U: we talked about it, it’s just weird | A: What happened next? | U: it wasn’t serious | A: I'm listening. | U: just normal stuff | A: What happened next? | U: we had a disagreement",normal,low,0.35,unknown,5,no,0.87
dff3524a-c41c-4b1c-8e43-0b1b6c70799c,"U: I don’t feel okay with my family, maybe I’m overthinking | A: I'm listening. | U: things have been off with my family | A: That sounds difficult. Tell me more. | U: I feel uneasy | A: That sounds difficult. Tell me more. | U: I’m not myself lately with my family, I’m not sure | A: Can you explain a bit more? | U: I keep thinking about it with my family | U: i can’t relax with my family",distress,medium,0.7,family,6,maybe,0.95
494e86d5-f662-4185-a167-5e9bc7bda8eb,U: things are fine now outside | A: I'm listening. | U: it was a bit tense | A: What happened next? | U: we had a disagreement outside...,normal,low,0.25,public,3,no,0.92
da22c9d9-100e-4de4-91aa-8fd0d597320a,"U: they don’t like me talking to people, I’m not sure | U: I don’t have much freedom | U: I feel trapped with my partner | A: Do you feel safe in that situation? | U: things are not normal, it’s just weird... | A: Can you explain a bit more? | U: I can’t decide things on my own with my partner | A: What happened next? | U: I feel watched sometimes, I’m not sure",abuse,medium,0.9,relationship,6,yes,0.8
b2640a67-a2ca-4f71-9f2f-4657bfb828f9,"U: please help me | U: I'm getting scared at home, I tried to ignore it | A: Can you explain a bit more? | U: I hear something outside, maybe I’m overthinking | A: What happened next? | U: I’m not safe right now",emergency,high,0.95,domestic,4,yes,0.85
22594e10-431d-4d6b-9e40-2786fd37ec65,"U: I don’t feel okay in public, it’s just weird | A: Can you explain a bit more? | U: I feel uneasy | A: Do you want to talk about it? | U: i’m not myself lately",distress,medium,0.55,public,3,maybe,0.92
f6b02678-c366-41d3-8b6e-4efb4bb1038e,U: they don’t like me talking to people | A: Can you explain a bit more? | U: i feel watched sometimes | A: Can you explain a bit more? | U: i have to ask before doing things outside | U: things are not normal... | A: Can you explain a bit more? | U: I don’t have much freedom outside,abuse,medium,0.85,public,5,yes,0.78
3bf678ab-5c39-4c94-8186-aa58f485e367,U: I’m not myself lately | A: What happened next? | U: I can’t relax | A: I'm listening. | U: I feel uneasy with my partner,distress,medium,0.55,relationship,3,maybe,0.78
bd5f1393-230a-48c9-8547-262fc8d9f43d,"U: I hear something outside, maybe I’m overthinking | A: I'm listening. | U: I feel like something bad is about to happen with my family | A: I'm listening. | U: something feels wrong, maybe I’m overthinking | A: I'm listening. | U: I think I'm in danger | A: That sounds serious. Are you safe right now? | U: I’m not safe right now with my family | A: That sounds serious. Are you safe right now? | U: I'm getting scared with my family",emergency,high,1.0,family,6,yes,0.84
e6a8021a-9b9f-4fd0-88df-a720f4c66401,"U: I feel uneasy outside, maybe I’m overthinking | A: I’m here for you. What’s been going on? | U: things have been off outside | U: I keep thinking about it outside | A: I'm listening. | U: I don’t feel okay | A: What happened next? | U: i’m not myself lately outside, maybe i’m overthinking",distress,medium,0.65,public,5,maybe,0.77
8ea98460-8619-4c13-a882-16f1bbc04700,"U: I’ve been stressed, it’s just weird... | A: I’m here for you. What’s been going on? | U: I can’t relax, I don’t know | U: I feel uneasy, maybe I’m overthinking | U: I don’t feel okay, I’m not sure | U: things have been off, I tried to ignore it",distress,medium,0.65,unknown,5,maybe,0.75
e166d2a6-ef7a-42ee-8109-55faa18aeda5,"U: things are fine now, it’s just weird | U: we had a disagreement | A: What happened next? | U: it wasn’t serious, I’m not sure... | U: it was a bit tense, I tried to ignore it | A: I'm listening. | U: we talked about it with my family",normal,low,0.35,family,5,no,0.92
58316482-f96f-41b2-8fb9-7983c8b03fc2,"U: I’m not myself lately | A: I'm listening. | U: I’ve been stressed, I’m not sure | A: That sounds difficult. Tell me more. | U: I keep thinking about it, I tried to ignore it | A: I'm listening. | U: I feel uneasy",distress,medium,0.6,unknown,4,maybe,0.75
55d97dfa-2bb9-4352-a3d3-ec028475dab4,U: I'm getting scared | U: I think I'm in danger outside | A: Do you need immediate help? | U: something feels wrong | A: What happened next? | U: i feel like something bad is about to happen outside | U: someone is trying to get in outside,emergency,high,1.0,public,5,yes,0.94
587492fc-267d-43c4-92bd-d0da022e3d52,"U: I think I'm in danger with my family, I don’t know | U: someone is trying to get in | A: What happened next? | U: something feels wrong with my family, it’s just weird | A: Can you explain a bit more? | U: I feel like something bad is about to happen",emergency,high,0.95,family,4,yes,0.92
bc94e947-bd7a-49d5-8ed8-549310bfdedc,"U: it was a bit tense, I don’t know... | A: I'm listening. | U: things are fine now, it’s just weird | U: it wasn’t serious | A: What happened next? | U: just normal stuff, maybe I’m overthinking | U: we had a disagreement, I tried to ignore it...",normal,low,0.35,family,5,no,0.77
dd7d48f1-4873-455f-b279-007344330d0e,"U: I'm getting scared, I tried to ignore it | A: I'm listening. | U: someone is trying to get in | A: What happened next? | U: I feel like something bad is about to happen... | U: please help me with my partner, it’s just weird",emergency,high,0.95,relationship,4,yes,0.89
429aa4bc-78f0-481f-92dd-a463a37c7933,"U: we talked about it in public, I tried to ignore it | A: Can you explain a bit more? | U: it wasn’t serious in public | U: just normal stuff",normal,low,0.25,public,3,no,0.85
86c12644-84b0-431a-b83a-fa7c409ed767,"U: someone is trying to get in, I don’t know | U: I'm getting scared | U: please help me",emergency,high,0.9,unknown,3,yes,0.8
712bb51e-e433-4fe2-8a02-d53be96a6d36,U: I feel trapped in the house | U: they don’t like me talking to people | U: I feel watched sometimes... | U: I feel controlled | A: That sounds concerning. What’s been happening? | U: things are not normal | A: What happened next? | U: i can’t decide things on my own,abuse,medium,0.9,domestic,6,yes,0.94
ce169708-a0ec-4538-b9e1-80dec31fecaa,"U: I can’t decide things on my own, I’m not sure | A: Can you explain a bit more? | U: i feel controlled at home | A: Do you feel safe in that situation? | U: they don’t like me talking to people at home | U: I feel watched sometimes at home | A: I'm listening. | U: I don’t have much freedom, I’m not sure",abuse,medium,0.85,domestic,5,yes,0.87
487e3e99-267e-4671-8699-a6894ccc2fac,"U: just normal stuff, I tried to ignore it | A: I'm listening. | U: we talked about it | U: it was a bit tense | A: What happened next? | U: things are fine now, I’m not sure | U: we had a disagreement, I tried to ignore it | A: I'm listening. | U: it wasn’t serious",normal,low,0.4,domestic,6,no,0.82
b1e5d8a5-5676-49e0-80ae-1fea3c343853,"U: I'm getting scared | U: I hear something outside | A: What happened next? | U: i think i'm in danger, maybe i’m overthinking | U: please help me, I’m not sure | A: I'm concerned. Is someone with you? | U: i’m not safe right now | U: someone is trying to get in outside",emergency,high,1.0,public,6,yes,0.8
58602a87-937c-418b-8c53-17990d4b293f,"U: I'm getting scared | A: What happened next? | U: someone is trying to get in, I don’t know | U: please help me, i tried to ignore it | A: That sounds serious. Are you safe right now? | U: I think I'm in danger",emergency,high,0.95,relationship,4,yes,0.76
fa9df86f-5f85-4914-b2f1-cf0e76c38e7e,"U: I don’t feel okay... | A: Can you explain a bit more? | U: I’m not myself lately... | A: Can you explain a bit more? | U: I’ve been stressed, it’s just weird",distress,medium,0.55,domestic,3,maybe,0.82
d3543784-39d9-4004-b38e-e9e3d1f1deb9,"U: I’ve been stressed with my family, I tried to ignore it | A: That sounds difficult. Tell me more. | U: i can’t relax, it’s just weird | A: Can you explain a bit more? | U: I feel uneasy | A: Do you want to talk about it? | U: I’m not myself lately with my family | U: i keep thinking about it with my family, i’m not sure",distress,medium,0.65,family,5,maybe,0.87
f29d80e2-720a-4975-8936-3d456042f1c0,"U: please help me at home | A: Do you need immediate help? | U: I think I'm in danger | A: That sounds serious. Are you safe right now? | U: I’m not safe right now at home | U: I feel like something bad is about to happen at home, I tried to ignore it... | A: What happened next? | U: something feels wrong at home, it’s just weird",emergency,high,1.0,domestic,5,yes,0.84
ee094dd1-4449-4402-a7a6-cee06488c8f6,"U: we had a disagreement | A: I'm listening. | U: just normal stuff, I tried to ignore it | A: I'm listening. | U: we talked about it",normal,low,0.25,unknown,3,no,0.82
aa2b0018-0fe4-4217-84c7-7846c341f72c,"U: I’ve been stressed outside | A: I’m here for you. What’s been going on? | U: things have been off outside | A: Do you want to talk about it? | U: I keep thinking about it, I don’t know | A: What happened next? | U: i feel uneasy outside... | A: That sounds difficult. Tell me more. | U: I’m not myself lately | U: I can’t relax",distress,medium,0.7,public,6,maybe,0.82
7f4fcc31-5acd-48f1-8f8a-ac9382a1f43e,U: just normal stuff | A: Can you explain a bit more? | U: it was a bit tense... | A: I'm listening. | U: we talked about it with my family,normal,low,0.25,family,3,no,0.91
7cfe7bb9-393b-44e4-9c81-8f11def71806,"U: I feel controlled, it’s just weird | U: I don’t have much freedom in the house... | U: I have to ask before doing things in the house | U: I feel watched sometimes | A: Can you explain a bit more? | U: I can’t decide things on my own | A: What happened next? | U: they don’t like me talking to people in the house",abuse,medium,0.9,domestic,6,yes,0.9
80cfa326-3831-4403-b557-e77255e54880,"U: we had a disagreement, it’s just weird | A: I'm listening. | U: it was a bit tense | A: Can you explain a bit more? | U: we talked about it, I don’t know",normal,low,0.25,family,3,no,0.78
521e186c-7b93-4b7e-917b-a576ab743a27,"U: it wasn’t serious at home, i don’t know | A: What happened next? | U: we talked about it, it’s just weird | A: Can you explain a bit more? | U: we had a disagreement at home...",normal,low,0.25,domestic,3,no,0.86
862b4c8b-059a-4965-b3a5-eecb37f3359c,"U: I can’t decide things on my own, I don’t know | A: Can you explain a bit more? | U: I feel watched sometimes | U: they don’t like me talking to people with my family, i’m not sure | U: i have to ask before doing things | A: I'm listening. | U: things are not normal, it’s just weird",abuse,medium,0.85,family,5,yes,0.89
6abedda5-4f44-4c77-b1de-78a01eb19d8b,"U: someone is trying to get in | A: I'm listening. | U: something feels wrong with my partner, it’s just weird | A: I'm listening. | U: i feel like something bad is about to happen | U: I'm getting scared, I don’t know | A: What happened next? | U: please help me with my partner, I tried to ignore it",emergency,high,1.0,relationship,5,yes,0.94
64ab20b8-7a3f-4d84-b0ba-d2b828794f87,"U: I can’t relax | A: Can you explain a bit more? | U: things have been off with my family | U: I’m not myself lately with my family | A: What happened next? | U: I keep thinking about it, I don’t know",distress,medium,0.6,family,4,maybe,0.82
b8ce03e3-c977-4cc6-ad59-3ca6f05dca38,"U: I keep thinking about it with my family | A: I'm listening. | U: I’m not myself lately with my family, maybe I’m overthinking | U: I don’t feel okay with my family",distress,medium,0.55,family,3,maybe,0.75
58f6e4ea-f0e8-4e29-8d39-b0c8f565eee5,"U: I hear something outside with my family, I’m not sure | A: I'm listening. | U: please help me with my family | A: I'm concerned. Is someone with you? | U: someone is trying to get in with my family | U: I think I'm in danger, I tried to ignore it | U: I'm getting scared with my family, I tried to ignore it",emergency,high,1.0,family,5,yes,0.78
0ab92469-0ef5-4976-a86c-5ca31f205cee,"U: we had a disagreement, it’s just weird... | A: I'm listening. | U: things are fine now | A: Can you explain a bit more? | U: we talked about it, it’s just weird | A: I'm listening. | U: it was a bit tense, i don’t know",normal,low,0.3,family,4,no,0.82
739b9377-ec46-48fb-a994-b2bd0660d64c,"U: I can’t relax, I don’t know... | U: I feel uneasy | A: That sounds difficult. Tell me more. | U: things have been off at home",distress,medium,0.55,domestic,3,maybe,0.83
96b35fb8-833b-4988-9809-807143452e80,U: i don’t feel okay with my partner | A: What happened next? | U: i keep thinking about it | U: I can’t relax | A: What happened next? | U: I’ve been stressed,distress,medium,0.6,relationship,4,maybe,0.93
def47ef7-51b3-434c-825e-c1dc7a21d3b8,"U: just normal stuff | A: Can you explain a bit more? | U: things are fine now, it’s just weird | A: What happened next? | U: we had a disagreement, it’s just weird",normal,low,0.25,unknown,3,no,0.89
e35d4ecc-02d1-446f-baa9-ce68e9979a18,"U: I can’t relax with my partner | A: Can you explain a bit more? | U: I’ve been stressed | U: I don’t feel okay with my partner, maybe I’m overthinking | A: I'm listening. | U: i feel uneasy | A: Do you want to talk about it? | U: I keep thinking about it with my partner",distress,medium,0.65,relationship,5,maybe,0.94
50bb34f8-4892-42cc-b613-456cfdc1cdf5,"U: I can’t decide things on my own... | A: What happened next? | U: I feel controlled | A: That doesn’t sound okay. Can you tell me more? | U: i don’t have much freedom in public, i don’t know",abuse,medium,0.75,public,3,yes,0.92
abd5383c-7560-4e87-9857-2bc0d781cf95,"U: something feels wrong with my partner | A: Can you explain a bit more? | U: I think I'm in danger with my partner | A: That sounds serious. Are you safe right now? | U: i feel like something bad is about to happen with my partner, i’m not sure... | A: What happened next? | U: i hear something outside with my partner",emergency,high,0.95,relationship,4,yes,0.92
bc66c36a-fef5-488f-afbe-db1dc538da28,"U: i think i'm in danger, i tried to ignore it | U: I'm getting scared... | U: please help me...",emergency,high,0.9,unknown,3,yes,0.77
ab6d3a82-2ace-48ce-9b0d-1f2c94f2189d,U: I feel controlled | U: they don’t like me talking to people... | A: Can you explain a bit more? | U: I feel trapped with my partner,abuse,medium,0.75,relationship,3,yes,0.87
f16f6098-1ff9-48a0-8edf-6fafa4f33d20,U: i think i'm in danger | A: Do you need immediate help? | U: please help me | U: someone is trying to get in in public,emergency,high,0.9,public,3,yes,0.84
5bef36ea-669e-407b-991e-0907c7aa5f92,U: i'm getting scared at home | A: Can you explain a bit more? | U: please help me | A: I'm concerned. Is someone with you? | U: someone is trying to get in,emergency,high,0.9,domestic,3,yes,0.93
456c06ae-db41-4468-9533-82ce9aaa0179,"U: something feels wrong, I’m not sure | U: please help me with my partner | A: Do you need immediate help? | U: someone is trying to get in, it’s just weird",emergency,high,0.9,relationship,3,yes,0.8
6c0fe8b1-f17c-4c29-a20e-464cde3b0420,"U: please help me, it’s just weird... | A: I'm concerned. Is someone with you? | U: something feels wrong | A: Can you explain a bit more? | U: I’m not safe right now | U: I hear something outside outside",emergency,high,0.95,public,4,yes,0.79
c3fc8990-c7b5-4d1c-b25e-1b5516d3f4c7,"U: I hear something outside, I don’t know... | A: What happened next? | U: I'm getting scared, maybe I’m overthinking... | U: I think I'm in danger | A: Do you need immediate help? | U: someone is trying to get in, it’s just weird",emergency,high,0.95,family,4,yes,0.91
a2bc4c11-3a2a-458d-bcc0-6b290995af64,"U: just normal stuff with my family | A: I'm listening. | U: we talked about it | A: I'm listening. | U: we had a disagreement, I’m not sure | A: I'm listening. | U: it wasn’t serious | U: things are fine now, maybe I’m overthinking | A: I'm listening. | U: it was a bit tense",normal,low,0.4,family,6,no,0.92
4523ad56-9fd3-4e0b-9ed5-c2e788c36d9b,"U: I keep thinking about it outside... | U: I can’t relax outside | A: Can you explain a bit more? | U: I don’t feel okay outside... | U: i’ve been stressed, maybe i’m overthinking | U: I’m not myself lately, it’s just weird",distress,medium,0.65,public,5,maybe,0.88
e2870e14-f887-40bb-b3b0-8c263173d68d,U: I have to ask before doing things with my partner | A: What happened next? | U: I feel controlled | A: Do you feel safe in that situation? | U: I feel watched sometimes with my partner,abuse,medium,0.75,relationship,3,yes,0.77
b11459cc-76fa-468d-a76d-03a0e0727240,U: we talked about it | A: I'm listening. | U: it wasn’t serious in public | U: things are fine now in public,normal,low,0.25,public,3,no,0.82
cd3a8e36-3901-4a9e-9a65-46278f35bf02,"U: I can’t relax, I’m not sure... | A: What happened next? | U: I keep thinking about it, it’s just weird | U: things have been off, I’m not sure... | A: I’m here for you. What’s been going on? | U: i’ve been stressed with my partner, it’s just weird | U: I don’t feel okay with my partner",distress,medium,0.65,relationship,5,maybe,0.92
9433693f-d003-469c-8a48-c29cb097bde2,"U: I think I'm in danger... | U: I hear something outside with my family, I tried to ignore it | A: Can you explain a bit more? | U: i’m not safe right now... | A: Do you need immediate help? | U: please help me with my family | A: Do you need immediate help? | U: something feels wrong with my family, I’m not sure... | A: What happened next? | U: I feel like something bad is about to happen, I tried to ignore it",emergency,high,1.0,family,6,yes,0.86
20803f6a-0d35-4f0b-8347-40f44ae914c5,"U: we had a disagreement in the house | A: I'm listening. | U: it was a bit tense | U: just normal stuff, I don’t know | A: I'm listening. | U: things are fine now | A: I'm listening. | U: it wasn’t serious, I don’t know | A: Can you explain a bit more? | U: we talked about it",normal,low,0.4,domestic,6,no,0.93
ff5bc6ef-5fa3-4180-ba49-9e4477e81e4b,"U: I’ve been stressed, I tried to ignore it | A: I’m here for you. What’s been going on? | U: I’m not myself lately, it’s just weird | A: Can you explain a bit more? | U: things have been off, I don’t know... | U: I can’t relax | A: What happened next? | U: I keep thinking about it",distress,medium,0.65,unknown,5,maybe,0.84
bef99328-83f3-4b50-b176-b9562c635605,"U: i'm getting scared, maybe i’m overthinking | U: someone is trying to get in | U: please help me, it’s just weird",emergency,high,0.9,unknown,3,yes,0.81
ab2ca4a7-69a3-4b99-b492-32ff590abdc5,U: someone is trying to get in | A: What happened next? | U: I feel like something bad is about to happen | U: something feels wrong in the house,emergency,high,0.9,domestic,3,yes,0.91
55bbcdc0-9a5c-4a5a-9622-1680b4858f47,"U: someone is trying to get in, maybe I’m overthinking | A: I'm listening. | U: i’m not safe right now, i’m not sure | A: Do you need immediate help? | U: I'm getting scared... | A: I'm listening. | U: something feels wrong, it’s just weird | A: What happened next? | U: I hear something outside",emergency,high,1.0,unknown,5,yes,0.85
be4988c7-7cfc-4aa8-b8b1-6dd1b314b1a7,"U: please help me | U: I’m not safe right now | U: I feel like something bad is about to happen, I don’t know | U: something feels wrong, i tried to ignore it | A: I'm listening. | U: I'm getting scared outside, I don’t know... | U: I hear something outside, I’m not sure",emergency,high,1.0,public,6,yes,0.95
75aa32cc-ea82-4b83-8fae-c44d65d1bff7,"U: I’ve been stressed in public | A: I’m here for you. What’s been going on? | U: I feel uneasy... | A: Do you want to talk about it? | U: things have been off, I don’t know | A: That sounds difficult. Tell me more. | U: I don’t feel okay in public",distress,medium,0.6,public,4,maybe,0.78
21dc7b2b-d64f-4082-9e98-5845dbda4cc3,"U: I don’t feel okay, maybe I’m overthinking | U: i can’t relax, i don’t know | A: Can you explain a bit more? | U: things have been off in the house, I don’t know | A: I’m here for you. What’s been going on? | U: I keep thinking about it, I’m not sure | U: i feel uneasy in the house | A: I’m here for you. What’s been going on? | U: i’ve been stressed",distress,medium,0.7,domestic,6,maybe,0.81
9c123565-1895-4a3a-a475-e55b98f88977,"U: it was a bit tense, I tried to ignore it | U: it wasn’t serious, I don’t know | A: I'm listening. | U: just normal stuff outside | A: I'm listening. | U: we had a disagreement, it’s just weird | A: I'm listening. | U: we talked about it",normal,low,0.35,public,5,no,0.84
b972f539-d7f5-47fe-aa87-588b6e308748,"U: I keep thinking about it | U: I’ve been stressed, I tried to ignore it | A: Do you want to talk about it? | U: I don’t feel okay, it’s just weird | A: What happened next? | U: things have been off, i’m not sure | A: Do you want to talk about it? | U: I can’t relax...",distress,medium,0.65,unknown,5,maybe,0.76
