id,conversation,label,urgency_level,risk_score,context_type,escalation_level,intervention_required,confidence_score
44409f71-cde9-43a6-9d7b-c4ad54534f35,"U: we talked about it, i don’t know | A: Can you explain a bit more? | U: it was a bit tense | A: Can you explain a bit more? | U: things are fine now | A: I'm listening. | U: we had a disagreement | A: Can you explain a bit more? | U: just normal stuff",normal,low,0.35,unknown,5,no,0.84
2b74ea74-41b9-47a2-972c-35bb3506b334,"U: it was a bit tense, it’s just weird | A: Can you explain a bit more? | U: just normal stuff | A: Can you explain a bit more? | U: it wasn’t serious with my partner, I tried to ignore it | A: I'm listening. | U: things are fine now with my partner, it’s just weird...",normal,low,0.3,relationship,4,no,0.75
e616c588-54bf-430d-a75b-f5263672d3ff,"U: it wasn’t serious, I don’t know | U: we had a disagreement | A: What happened next? | U: things are fine now with my family",normal,low,0.25,family,3,no,0.93
a20ae5f5-db00-4efa-8864-e9bfa2b5ccdc,"U: it was a bit tense, maybe i’m overthinking... | U: we talked about it with my partner | A: What happened next? | U: just normal stuff...",normal,low,0.25,relationship,3,no,0.76
426ac225-be55-488d-bbb7-dd8b7ffba739,"U: just normal stuff, I don’t know | A: I'm listening. | U: we had a disagreement with my family, it’s just weird | A: I'm listening. | U: it wasn’t serious with my family, I’m not sure",normal,low,0.25,family,3,no,0.75
6f5c57a1-fc5b-458f-9246-c83f830ad57a,"U: just normal stuff | U: it was a bit tense | U: we had a disagreement, it’s just weird | A: Can you explain a bit more? | U: it wasn’t serious | A: Can you explain a bit more? | U: we talked about it",normal,low,0.35,unknown,5,no,0.84
1e929892-3df3-4908-b88a-dd1709566a9b,"U: we talked about it | U: things are fine now | U: it was a bit tense | A: I'm listening. | U: we had a disagreement, i tried to ignore it",normal,low,0.3,unknown,4,no,0.79
8ded1e6e-b58e-4812-952a-d934fdbf7e78,"U: things are fine now in the house, maybe i’m overthinking | U: we talked about it | A: I'm listening. | U: we had a disagreement, i don’t know | U: just normal stuff in the house | U: it was a bit tense in the house | A: I'm listening. | U: it wasn’t serious",normal,low,0.4,domestic,6,no,0.84
5d149252-7094-44c9-926b-01711c860e29,"U: we had a disagreement with my family, maybe I’m overthinking | A: I'm listening. | U: we talked about it with my family, I don’t know | A: I'm listening. | U: it was a bit tense, I don’t know",normal,low,0.25,family,3,no,0.84
cc90b549-60de-408e-bb53-f27e70ea4b2c,"U: things are fine now, I’m not sure | A: Can you explain a bit more? | U: we had a disagreement | A: What happened next? | U: just normal stuff in the house | U: it wasn’t serious | U: we talked about it in the house... | A: I'm listening. | U: it was a bit tense, I tried to ignore it...",normal,low,0.4,domestic,6,no,0.93
d6873fc7-0ca9-4390-a54e-46073d21b241,"U: we talked about it | A: What happened next? | U: it wasn’t serious, I don’t know | A: What happened next? | U: just normal stuff with my family... | A: I'm listening. | U: it was a bit tense, it’s just weird",normal,low,0.3,family,4,no,0.9
00658748-2f3f-4a49-9e7a-78c68bc425bf,"U: we talked about it with my family, maybe I’m overthinking | A: I'm listening. | U: things are fine now, i don’t know | A: Can you explain a bit more? | U: just normal stuff with my family | U: it was a bit tense with my family, I don’t know... | A: I'm listening. | U: it wasn’t serious | A: I'm listening. | U: we had a disagreement with my family",normal,low,0.4,family,6,no,0.85
e62fecc3-0ed3-424d-99c6-701e04ecbf36,U: we talked about it at home | U: it wasn’t serious... | U: we had a disagreement | A: What happened next? | U: things are fine now at home... | A: I'm listening. | U: it was a bit tense at home,normal,low,0.35,domestic,5,no,0.8
9b336ac1-6340-477d-a7e7-c9620b423777,"U: just normal stuff | A: What happened next? | U: it was a bit tense, I’m not sure | A: What happened next? | U: we talked about it in public | U: it wasn’t serious, I tried to ignore it",normal,low,0.3,public,4,no,0.83
bfafeeeb-f08c-4a5f-aa76-13ba38971221,"U: it wasn’t serious | A: What happened next? | U: we talked about it | A: Can you explain a bit more? | U: just normal stuff | A: What happened next? | U: we had a disagreement, it’s just weird | A: What happened next? | U: things are fine now | A: Can you explain a bit more? | U: it was a bit tense",normal,low,0.4,domestic,6,no,0.93
c1fb8710-05f4-4869-9efd-2ff240b7f0e8,"U: just normal stuff, it’s just weird | A: I'm listening. | U: things are fine now, it’s just weird | A: I'm listening. | U: it was a bit tense",normal,low,0.25,public,3,no,0.77
13135f8a-3e1d-4479-82b9-26f1a46262a5,U: things are fine now... | U: just normal stuff | A: I'm listening. | U: we talked about it with my family,normal,low,0.25,family,3,no,0.89
3533b4a4-7973-4cc8-834d-43c8301f1cc7,"U: things are fine now... | A: Can you explain a bit more? | U: it was a bit tense, I’m not sure | U: we had a disagreement | U: we talked about it outside",normal,low,0.3,public,4,no,0.9
4341568a-35c8-4054-83d9-9afacda92117,"U: it was a bit tense | A: What happened next? | U: just normal stuff | U: we talked about it, maybe I’m overthinking | U: we had a disagreement, it’s just weird | A: Can you explain a bit more? | U: it wasn’t serious with my partner | A: I'm listening. | U: things are fine now",normal,low,0.4,relationship,6,no,0.87
26c79080-8e0f-451f-b201-a2ac0fb1b204,"U: things are fine now | A: Can you explain a bit more? | U: just normal stuff, maybe i’m overthinking | A: I'm listening. | U: we had a disagreement | A: What happened next? | U: it wasn’t serious with my partner, I’m not sure | U: we talked about it, maybe i’m overthinking...",normal,low,0.35,relationship,5,no,0.78
2bcb75f7-e935-4fb5-81f3-001c5c596998,"U: it was a bit tense, I tried to ignore it | A: I'm listening. | U: just normal stuff with my family | A: Can you explain a bit more? | U: things are fine now with my family | A: What happened next? | U: we talked about it with my family | U: we had a disagreement with my family, maybe I’m overthinking",normal,low,0.35,family,5,no,0.84
8542146c-bf6b-48a8-a7d2-cf1ff32c141d,"U: it was a bit tense, maybe I’m overthinking | U: things are fine now, maybe I’m overthinking | A: Can you explain a bit more? | U: just normal stuff, I don’t know",normal,low,0.25,unknown,3,no,0.81
fc3e1283-3712-4a3a-aedc-d1d49e7c7727,"U: we had a disagreement | A: I'm listening. | U: we talked about it | A: I'm listening. | U: it was a bit tense | A: Can you explain a bit more? | U: it wasn’t serious, maybe i’m overthinking",normal,low,0.3,unknown,4,no,0.78
08690b82-d33f-4b59-86b7-fe3d7d032370,"U: we had a disagreement | U: it wasn’t serious, I don’t know | A: Can you explain a bit more? | U: it was a bit tense | A: I'm listening. | U: things are fine now | A: I'm listening. | U: we talked about it, maybe I’m overthinking",normal,low,0.35,unknown,5,no,0.77
65127943-eb76-4d9d-8d51-8f35616370a2,"U: it wasn’t serious with my family | A: Can you explain a bit more? | U: it was a bit tense, I don’t know | U: things are fine now",normal,low,0.25,family,3,no,0.89
383a9b12-ac25-4da6-a393-819f06d973c0,"U: we had a disagreement in the house | A: What happened next? | U: just normal stuff | A: I'm listening. | U: it wasn’t serious in the house, maybe i’m overthinking | A: Can you explain a bit more? | U: we talked about it | A: I'm listening. | U: things are fine now",normal,low,0.35,domestic,5,no,0.94
c49d4af8-9ca9-49b4-8d6a-d8ce9d4e463a,"U: things are fine now, I’m not sure | A: I'm listening. | U: it was a bit tense with my family, i’m not sure... | A: What happened next? | U: we had a disagreement with my family | A: I'm listening. | U: it wasn’t serious | A: Can you explain a bit more? | U: we talked about it | A: What happened next? | U: just normal stuff, I’m not sure",normal,low,0.4,family,6,no,0.91
05b175bb-38e4-414e-baad-c5f2e44049fa,U: just normal stuff | A: I'm listening. | U: things are fine now | A: I'm listening. | U: we had a disagreement | A: What happened next? | U: we talked about it | A: I'm listening. | U: it wasn’t serious... | A: I'm listening. | U: it was a bit tense,normal,low,0.4,unknown,6,no,0.85
360f1247-3987-4e50-9d27-74c39928460d,"U: it wasn’t serious, maybe I’m overthinking | A: I'm listening. | U: we had a disagreement with my family, it’s just weird | A: I'm listening. | U: just normal stuff, maybe I’m overthinking | U: it was a bit tense with my family... | U: things are fine now",normal,low,0.35,family,5,no,0.86
99cd739c-c8ae-49bd-8fb8-3255f7c7b3dd,"U: just normal stuff | A: I'm listening. | U: things are fine now | U: we talked about it, it’s just weird | A: Can you explain a bit more? | U: we had a disagreement at home | A: I'm listening. | U: it wasn’t serious at home, I’m not sure",normal,low,0.35,domestic,5,no,0.95
1d4209ab-9e84-4412-8b0a-94c553b7b4f9,"U: it wasn’t serious with my partner | A: I'm listening. | U: just normal stuff with my partner, it’s just weird | A: I'm listening. | U: we had a disagreement with my partner...",normal,low,0.25,relationship,3,no,0.85
758695ff-62d2-40cb-991e-0ef7e3c1a7eb,"U: we talked about it, I’m not sure... | A: I'm listening. | U: things are fine now at home... | A: Can you explain a bit more? | U: it wasn’t serious at home | A: Can you explain a bit more? | U: it was a bit tense at home, I’m not sure | U: just normal stuff",normal,low,0.35,domestic,5,no,0.92
4118f183-f085-44f9-a58d-69a529ea9dc5,U: things are fine now | A: I'm listening. | U: it wasn’t serious | A: Can you explain a bit more? | U: just normal stuff | A: Can you explain a bit more? | U: it was a bit tense,normal,low,0.3,public,4,no,0.91
74f74e4b-948b-4701-8a6e-a6835504b511,"U: things are fine now | A: What happened next? | U: just normal stuff... | A: What happened next? | U: we had a disagreement, I’m not sure | A: Can you explain a bit more? | U: it was a bit tense | A: Can you explain a bit more? | U: it wasn’t serious, I don’t know | A: Can you explain a bit more? | U: we talked about it, I tried to ignore it...",normal,low,0.4,unknown,6,no,0.83
c06bf879-6875-4da3-8b83-9ce46cda5558,"U: we talked about it | A: What happened next? | U: we had a disagreement | A: What happened next? | U: just normal stuff, I’m not sure | A: What happened next? | U: things are fine now | A: Can you explain a bit more? | U: it was a bit tense",normal,low,0.35,unknown,5,no,0.79
6c4347ed-4337-468d-84fb-7cb3a4ea1098,"U: it was a bit tense | A: Can you explain a bit more? | U: we talked about it, I tried to ignore it | A: I'm listening. | U: it wasn’t serious, it’s just weird | A: I'm listening. | U: things are fine now, I’m not sure | A: I'm listening. | U: just normal stuff outside",normal,low,0.35,public,5,no,0.81
795e7fe5-8e42-4281-a21d-18c08d179fd7,"U: it wasn’t serious with my family, I tried to ignore it | A: Can you explain a bit more? | U: it was a bit tense with my family | U: we had a disagreement with my family | A: Can you explain a bit more? | U: things are fine now with my family, I’m not sure | A: I'm listening. | U: we talked about it | A: Can you explain a bit more? | U: just normal stuff",normal,low,0.4,family,6,no,0.91
6b42a13f-1031-48e6-b80b-5f4a5b992f27,"U: just normal stuff with my partner, I tried to ignore it | A: I'm listening. | U: it was a bit tense | A: Can you explain a bit more? | U: we talked about it",normal,low,0.25,relationship,3,no,0.85
5d190f89-644b-4bb2-a08e-b8d89d17bcd3,"U: we talked about it, maybe I’m overthinking | U: things are fine now | U: we had a disagreement",normal,low,0.25,unknown,3,no,0.76
2986c960-1d4a-4ecd-9a6d-1a72cb51376c,"U: just normal stuff, I don’t know | U: we talked about it outside | U: it wasn’t serious | U: we had a disagreement outside, I don’t know | U: it was a bit tense outside, I’m not sure",normal,low,0.35,public,5,no,0.8
5c1f76bd-52d0-42a9-9ad6-7d6900077693,"U: it was a bit tense | A: I'm listening. | U: we talked about it with my partner | A: Can you explain a bit more? | U: we had a disagreement, I don’t know... | A: What happened next? | U: it wasn’t serious with my partner | A: What happened next? | U: things are fine now, i’m not sure | A: I'm listening. | U: just normal stuff, it’s just weird",normal,low,0.4,relationship,6,no,0.91
c8cb2a23-cf38-4abc-aa73-971a158a09a4,"U: we had a disagreement, I don’t know | U: it wasn’t serious, it’s just weird... | A: I'm listening. | U: just normal stuff, I don’t know",normal,low,0.25,public,3,no,0.84
510f0e2b-e000-4fae-9c4e-d06d8c771e6f,"U: it was a bit tense... | U: we talked about it with my partner, I’m not sure | U: things are fine now with my partner | A: I'm listening. | U: it wasn’t serious",normal,low,0.3,relationship,4,no,0.77
c7ed79ad-5993-4a50-ba28-380180568c15,"U: things are fine now, I don’t know | A: I'm listening. | U: it wasn’t serious with my family | A: What happened next? | U: just normal stuff with my family, i’m not sure | U: we had a disagreement | U: we talked about it | A: What happened next? | U: it was a bit tense",normal,low,0.4,family,6,no,0.8
bdc7b8d5-f602-4daf-8a7a-088596d55dae,"U: we had a disagreement with my partner, it’s just weird | A: What happened next? | U: it was a bit tense with my partner... | U: just normal stuff with my partner, it’s just weird... | U: things are fine now",normal,low,0.3,relationship,4,no,0.93
2e3aeb48-9c25-47be-bacb-2370a3c6f036,"U: it wasn’t serious, I tried to ignore it | U: just normal stuff in the house, i don’t know | A: Can you explain a bit more? | U: things are fine now in the house",normal,low,0.25,domestic,3,no,0.82
8b0fe76e-2803-47a9-84c8-41d482861433,"U: we talked about it, I don’t know... | A: I'm listening. | U: it was a bit tense | U: things are fine now outside, it’s just weird",normal,low,0.25,public,3,no,0.77
c38b9dfa-fbfe-4965-9a51-167e6d2cd89f,"U: it was a bit tense | A: I'm listening. | U: we had a disagreement at home... | U: we talked about it, I’m not sure",normal,low,0.25,domestic,3,no,0.89
29519468-be5d-4bf6-a219-e5b206f3d750,"U: just normal stuff | A: What happened next? | U: things are fine now at home... | U: we talked about it | U: we had a disagreement, I’m not sure | U: it was a bit tense at home...",normal,low,0.35,domestic,5,no,0.87
35ebbd5b-219c-4c70-80df-2420578fd04f,"U: we had a disagreement, maybe I’m overthinking | A: Can you explain a bit more? | U: it wasn’t serious | U: we talked about it | A: Can you explain a bit more? | U: things are fine now with my partner | A: I'm listening. | U: just normal stuff, I don’t know | A: What happened next? | U: it was a bit tense with my partner",normal,low,0.4,relationship,6,no,0.88
0e495873-148c-4753-9aaa-8e446cafff54,"U: it was a bit tense, it’s just weird | A: Can you explain a bit more? | U: we talked about it | A: What happened next? | U: we had a disagreement with my family, I don’t know | U: things are fine now with my family... | U: it wasn’t serious with my family",normal,low,0.35,family,5,no,0.76
d71e5a84-3ed6-42ad-8f1a-ace7b2e35ee2,"U: we had a disagreement | A: What happened next? | U: just normal stuff, it’s just weird | U: things are fine now | U: it was a bit tense | A: I'm listening. | U: it wasn’t serious with my partner, I’m not sure",normal,low,0.35,relationship,5,no,0.76
6c19eecf-74c4-4aad-9446-4e30229e2bb2,"U: things are fine now, it’s just weird | A: Can you explain a bit more? | U: we talked about it, maybe I’m overthinking | A: Can you explain a bit more? | U: just normal stuff... | A: I'm listening. | U: we had a disagreement, it’s just weird",normal,low,0.3,unknown,4,no,0.94
cd9a59c1-9ba5-4714-bf83-18404e3ade13,"U: it wasn’t serious | A: Can you explain a bit more? | U: it was a bit tense in public, it’s just weird | U: we talked about it, I don’t know | A: I'm listening. | U: things are fine now in public, it’s just weird | A: I'm listening. | U: we had a disagreement",normal,low,0.35,public,5,no,0.87
bfd7566d-586f-43c0-99ff-71f4e1749eea,U: it wasn’t serious | A: What happened next? | U: we talked about it with my partner... | A: Can you explain a bit more? | U: things are fine now,normal,low,0.25,relationship,3,no,0.76
5ffbb9ad-30cc-4832-a9cf-6207d99a20fd,"U: things are fine now, I’m not sure | A: Can you explain a bit more? | U: we talked about it | A: I'm listening. | U: it wasn’t serious | U: just normal stuff, I’m not sure | U: we had a disagreement",normal,low,0.35,public,5,no,0.88
36cbbd63-8143-455a-8e41-9524da6a918b,"U: it wasn’t serious | A: Can you explain a bit more? | U: things are fine now, it’s just weird | A: Can you explain a bit more? | U: it was a bit tense | A: I'm listening. | U: we talked about it outside, maybe I’m overthinking | A: Can you explain a bit more? | U: just normal stuff, I tried to ignore it...",normal,low,0.35,public,5,no,0.9
7f5dc43a-dcf7-4a8d-a6d5-b9ed2c3ca915,"U: we had a disagreement, I tried to ignore it | U: it wasn’t serious, I tried to ignore it | A: What happened next? | U: just normal stuff, I tried to ignore it... | A: What happened next? | U: we talked about it | U: it was a bit tense | U: things are fine now",normal,low,0.4,unknown,6,no,0.87
0342e6a0-ba50-4ba7-85a1-6c3669f207e3,"U: it was a bit tense, maybe I’m overthinking... | U: things are fine now with my family | A: What happened next? | U: we talked about it with my family...",normal,low,0.25,family,3,no,0.94
b9d8aec0-9824-4b6b-9d64-a3461ac580fa,U: we had a disagreement | A: Can you explain a bit more? | U: it was a bit tense in the house | A: I'm listening. | U: we talked about it | A: I'm listening. | U: just normal stuff,normal,low,0.3,domestic,4,no,0.84
b3f99ae9-c8cc-4f04-9096-2a587ec1aecf,"U: we had a disagreement with my family, maybe I’m overthinking | A: What happened next? | U: we talked about it with my family | A: I'm listening. | U: just normal stuff | A: What happened next? | U: it wasn’t serious with my family, I tried to ignore it | A: Can you explain a bit more? | U: it was a bit tense with my family",normal,low,0.35,family,5,no,0.91
d9a37e94-c951-4569-ab29-a39d93a40dd7,"U: we talked about it in the house, I’m not sure | U: it was a bit tense in the house... | A: I'm listening. | U: we had a disagreement in the house | A: I'm listening. | U: just normal stuff in the house...",normal,low,0.3,domestic,4,no,0.85
6389d441-36b1-4ed9-9a12-c9285efcac46,"U: we had a disagreement | A: Can you explain a bit more? | U: it was a bit tense, i don’t know | A: What happened next? | U: just normal stuff... | U: we talked about it in public, I don’t know | A: Can you explain a bit more? | U: things are fine now | U: it wasn’t serious in public, I don’t know",normal,low,0.4,public,6,no,0.8
82cf4216-8d53-4451-8efd-e161a9121d1a,"U: it was a bit tense with my family, I’m not sure | U: we talked about it, i don’t know | A: What happened next? | U: just normal stuff, I tried to ignore it... | A: I'm listening. | U: we had a disagreement, maybe I’m overthinking",normal,low,0.3,family,4,no,0.85
